,Date,Open,High,Low,Close,Adj Close,Volume,daily_return
0,2017-01-03,72.33999633789062,74.2300033569336,72.18000030517578,74.16000366210938,58.15989303588867,10953700,
1,2017-01-04,74.52999877929688,76.9800033569336,74.37999725341797,76.37999725341797,59.90091323852539,14914200,0.029935065416340834
2,2017-01-05,76.83999633789062,76.8499984741211,75.56999969482422,76.01000213623047,59.61074447631836,9413100,-0.004844145882243578
3,2017-01-06,76.44999694824219,76.5,75.41000366210938,75.48999786376953,59.20292663574219,8980000,-0.006841347883822957
4,2017-01-09,75.93000030517578,76.08999633789062,75.2699966430664,75.83999633789062,59.4774169921875,10165300,0.004636432217855813
5,2017-01-10,76.45999908447266,76.5,74.93000030517578,75.01000213623047,58.82650375366211,8869800,-0.01094387200121505
6,2017-01-11,75.5199966430664,75.55000305175781,73.01000213623047,73.7699966430664,57.85402297973633,14165700,-0.016531337269304225
7,2017-01-12,73.52999877929688,73.68000030517578,72.93000030517578,73.36000061035156,57.53249740600586,7057700,-0.005557531821824835
8,2017-01-13,73.62999725341797,73.77999877929688,73.0,73.06999969482422,57.3050537109375,8269100,-0.00395330822271267
9,2017-01-17,72.91999816894531,72.91999816894531,71.7300033569336,71.91000366210938,56.39533615112305,11706600,-0.015874997070996932
10,2017-01-18,72.23999786376953,72.47000122070312,71.5,72.12999725341797,56.56785583496094,9910000,0.0030591126077446074
11,2017-01-19,71.81999969482422,72.25,71.2300033569336,71.56999969482422,56.12869644165039,9810900,-0.007763408862301757
12,2017-01-20,71.97000122070312,72.0,70.58000183105469,71.01000213623047,55.68949890136719,10270300,-0.00782483057912775
13,2017-01-23,70.87000274658203,71.29000091552734,70.30000305175781,70.69000244140625,55.43853759765625,9657600,-0.004506438532611345
14,2017-01-24,70.5999984741211,70.9800033569336,69.77999877929688,70.25,55.09347915649414,10912800,-0.0062241620380819596
15,2017-01-25,70.81999969482422,72.33999633789062,70.72000122070312,71.91000366210938,56.39533615112305,14001600,0.02362996518936389
16,2017-01-26,71.77999877929688,71.8499984741211,71.1500015258789,71.22000122070312,55.85420989990234,8580100,-0.009595230530600074
17,2017-01-27,71.43000030517578,72.16999816894531,71.16000366210938,71.26000213623047,55.88556671142578,6939700,0.0005614046207016443
18,2017-01-30,71.0,71.66999816894531,70.75,71.51000213623047,56.081634521484375,7242500,0.003508380098765418
19,2017-01-31,71.12999725341797,72.58000183105469,70.98999786376953,72.44999694824219,56.81881332397461,10365500,0.013144745312439587
20,2017-02-01,72.72000122070312,72.87999725341797,72.05999755859375,72.81999969482422,57.10899353027344,7441800,0.0051071148678212275
21,2017-02-02,72.61000061035156,72.83000183105469,71.77999877929688,72.25,56.66198348999024,8814200,-0.007827314274874042
22,2017-02-03,72.73999786376953,72.75,71.7699966430664,72.33999633789062,56.7325439453125,8034300,0.001245287421587138
23,2017-02-06,72.0199966430664,72.66999816894531,71.44000244140625,72.38999938964844,56.77177047729492,7635000,0.000691429103200969
24,2017-02-07,72.55999755859375,73.30000305175781,72.41000366210938,73.12999725341797,57.35212326049805,13325400,0.010222559175518953
25,2017-02-08,67.2699966430664,67.2699966430664,65.75,66.83000183105469,52.41134643554688,51547400,-0.08614810654018423
26,2017-02-09,66.33999633789062,66.79000091552734,65.37999725341797,65.58999633789062,51.43887710571289,23070600,-0.018554557285222373
27,2017-02-10,65.8499984741211,66.77999877929688,65.43000030517578,66.36000061035156,52.042747497558594,16208400,0.011739571814615601
28,2017-02-13,66.80999755859375,67.79000091552734,66.5,67.6500015258789,53.05443572998047,15885100,0.019439562303457114
29,2017-02-14,68.5999984741211,68.66999816894531,67.33000183105469,67.55000305175781,52.97600936889648,14972600,-0.001478224393585914
30,2017-02-15,67.69999694824219,69.9800033569336,67.66000366210938,69.80000305175781,54.74057388305664,16656600,0.033308747396820326
31,2017-02-16,70.0,70.66999816894531,69.26000213623047,70.30999755859375,55.140533447265625,10965500,0.007306455446802973
32,2017-02-17,70.18000030517578,70.79000091552734,69.70999908447266,69.8499984741211,54.779762268066406,11186900,-0.006542758233273993
33,2017-02-21,70.0,70.0,68.83000183105469,69.29000091552734,54.34060287475586,11190400,-0.008016818166561301
34,2017-02-22,69.11000061035156,69.7300033569336,68.66000366210938,68.83000183105469,53.97985076904297,10073400,-0.006638721078313203
35,2017-02-23,68.73999786376953,69.52999877929688,68.43000030517578,69.37000274658203,54.40336227416992,7529100,0.007845733159563162
36,2017-02-24,69.31999969482422,70.06999969482422,69.05000305175781,69.94000244140625,54.85035705566406,7382400,0.008216308014961982
37,2017-02-27,69.81999969482422,70.54000091552734,69.80000305175781,70.5,55.28955841064453,6354200,0.008007265194914792
38,2017-02-28,70.37000274658203,70.94000244140625,70.01000213623047,70.4800033569336,55.27385711669922,8828800,-0.00028398298696286073
39,2017-03-01,70.81999969482422,70.98999786376953,70.0199966430664,70.19000244140625,55.046424865722656,9629400,-0.004114644116410937
40,2017-03-02,70.0,70.88999938964844,70.0,70.52999877929688,55.31306838989258,8672900,0.004843975332101236
41,2017-03-03,70.66999816894531,70.80999755859375,70.22000122070312,70.73999786376953,55.47777938842773,6620900,0.00297779536246523
42,2017-03-06,70.55999755859375,70.5999984741211,69.69999694824219,70.12000274658203,54.99153518676758,7335900,-0.008764665908051361
43,2017-03-07,69.58999633789062,69.95999908447266,68.77999877929688,69.0199966430664,54.12884521484375,9044200,-0.015687686641114418
44,2017-03-08,69.0199966430664,70.0,68.87999725341797,69.69999694824219,54.66214370727539,7377200,0.009852389983841636
45,2017-03-09,69.20999908447266,69.25,67.80999755859375,68.38999938964844,53.63476943969727,13597000,-0.01879498676597602
46,2017-03-10,68.56999969482422,68.61000061035156,67.44999694824219,68.19000244140625,53.47793197631836,14480500,-0.0029241752135291676
47,2017-03-13,68.31999969482422,68.3499984741211,67.52999877929688,68.0999984741211,53.407344818115234,8493500,-0.0013199305880859935
48,2017-03-14,67.41000366210938,68.0999984741211,67.4000015258789,67.7699966430664,53.55748748779297,6109500,0.00281127380866919
49,2017-03-15,67.97000122070312,68.77999877929688,67.61000061035156,68.47000122070312,54.11069869995117,8312600,0.010329297323447006
50,2017-03-16,68.73999786376953,68.77999877929688,68.20999908447266,68.54000091552734,54.16601943969727,6855000,0.001022362325292736
51,2017-03-17,68.76000213623047,69.87999725341797,68.25,69.05999755859375,54.576961517333984,18241000,0.007586713623920938
52,2017-03-20,68.94000244140625,69.20999908447266,68.63999938964844,68.70999908447266,54.30037689208984,6287400,-0.005067790832516406
53,2017-03-21,68.80000305175781,69.08000183105469,67.43000030517578,67.73999786376953,53.53379440307617,8691500,-0.014117443246058459
54,2017-03-22,67.80000305175781,68.05000305175781,67.51000213623047,67.83000183105469,53.60490417480469,5402800,0.0013283155532204383
55,2017-03-23,67.61000061035156,67.91999816894531,67.26000213623047,67.48999786376953,53.336219787597656,6174900,-0.005012309812752469
56,2017-03-24,67.56999969482422,67.87000274658203,67.19999694824219,67.51000213623047,53.352012634277344,6037800,0.00029609985001899375
57,2017-03-27,67.11000061035156,67.81999969482422,66.97000122070312,67.5,53.34412384033203,5455300,-0.00014786309936209996
58,2017-03-28,67.44999694824219,67.4800033569336,66.80000305175781,67.0999984741211,53.02800750732422,8509100,-0.005925982287271259
59,2017-03-29,67.0999984741211,67.56999969482422,66.91000366210938,67.26000213623047,53.15446472167969,7224700,0.002384724984019204
60,2017-03-30,67.36000061035156,67.77999877929688,67.0999984741211,67.52999877929688,53.36782836914063,5198700,0.004014030591374285
61,2017-03-31,67.37000274658203,68.33000183105469,67.37000274658203,67.91999816894531,53.67604064941406,8876500,0.005775244931113699
