,Date,Open,High,Low,Close,Adj Close,Volume,daily_return
0,2017-01-03,4.489999771118164,4.510000228881836,4.400000095367432,4.440000057220459,3.997862100601196,34124300,
1,2017-01-04,4.460000038146973,4.550000190734863,4.449999809265137,4.53000020980835,4.078899383544922,26824600,0.02027015462377757
2,2017-01-05,4.559999942779541,4.639999866485596,4.559999942779541,4.639999866485596,4.177944660186768,36249800,0.024282353480307384
3,2017-01-06,4.650000095367432,4.650000095367432,4.559999942779541,4.559999942779541,4.105913639068604,25179400,-0.017240779133475437
4,2017-01-09,4.559999942779541,4.610000133514404,4.539999961853027,4.599999904632568,4.141928672790527,33707900,0.00877150298029461
5,2017-01-10,4.599999904632568,4.670000076293945,4.570000171661377,4.630000114440918,4.168941497802734,20563000,0.006521798694811398
6,2017-01-11,4.619999885559082,4.630000114440918,4.550000190734863,4.590000152587891,4.132925510406494,32473100,-0.008639120365498743
7,2017-01-12,4.590000152587891,4.610000133514404,4.519999980926514,4.579999923706055,4.12391996383667,20030000,-0.0021789762595887385
8,2017-01-13,4.579999923706055,4.639999866485596,4.579999923706055,4.610000133514404,4.150934219360352,25423700,0.00655062556028585
9,2017-01-17,4.590000152587891,4.610000133514404,4.559999942779541,4.570000171661377,4.114917278289795,13021600,-0.008676827713282043
10,2017-01-18,4.590000152587891,4.599999904632568,4.539999961853027,4.599999904632568,4.141928672790527,20554300,0.006564261848772457
11,2017-01-19,4.579999923706055,4.599999904632568,4.550000190734863,4.590000152587891,4.132925510406494,14409600,-0.0021736642746114088
12,2017-01-20,4.599999904632568,4.610000133514404,4.570000171661377,4.590000152587891,4.132925510406494,15345100,0.0
13,2017-01-23,4.599999904632568,4.619999885559082,4.579999923706055,4.590000152587891,4.132925510406494,15005900,0.0
14,2017-01-24,4.579999923706055,4.630000114440918,4.579999923706055,4.630000114440918,4.168941497802734,20400600,0.00871440516059474
15,2017-01-25,4.650000095367432,4.699999809265137,4.639999866485596,4.679999828338623,4.213962078094482,16496400,0.010799043429963406
16,2017-01-26,4.690000057220459,4.760000228881836,4.679999828338623,4.75,4.276991367340088,22979800,0.014957251175384823
17,2017-01-27,4.789999961853027,4.800000190734863,4.739999771118164,4.75,4.276991367340088,22676100,0.0
18,2017-01-30,4.730000019073486,4.760000228881836,4.690000057220459,4.760000228881836,4.285996437072754,23972100,0.002105468297511681
19,2017-01-31,4.789999961853027,4.789999961853027,4.710000038146973,4.71999979019165,4.249979496002197,20486200,-0.008403399675981915
20,2017-02-01,4.739999771118164,4.78000020980835,4.71999979019165,4.769999980926514,4.295000076293945,28270800,0.010593128821938302
21,2017-02-02,4.820000171661377,4.820000171661377,4.730000019073486,4.75,4.276991367340088,28321800,-0.004192947295450722
22,2017-02-03,4.75,4.800000190734863,4.75,4.800000190734863,4.331130027770996,15099600,0.012658117770431243
23,2017-02-06,4.809999942779541,4.809999942779541,4.760000228881836,4.78000020980835,4.313085079193115,15205200,-0.004166337298159517
24,2017-02-07,4.78000020980835,4.789999961853027,4.710000038146973,4.71999979019165,4.258944988250732,18467000,-0.012552520979370763
25,2017-02-08,4.739999771118164,4.739999771118164,4.670000076293945,4.699999809265137,4.240899085998535,16709400,-0.004237176648672625
26,2017-02-09,4.71999979019165,4.739999771118164,4.690000057220459,4.710000038146973,4.249922275543213,20447800,0.0021276595744681437
27,2017-02-10,4.710000038146973,4.739999771118164,4.690000057220459,4.730000019073486,4.267969608306885,17518200,0.004246508899122148
28,2017-02-13,4.739999771118164,4.760000228881836,4.71999979019165,4.760000228881836,4.295038223266602,13661200,0.006342269848180759
29,2017-02-14,4.769999980926514,4.78000020980835,4.730000019073486,4.739999771118164,4.27699089050293,21646100,-0.004201902713207084
30,2017-02-15,4.829999923706055,4.920000076293945,4.760000228881836,4.880000114440918,4.403316497802734,38959600,0.02953609454261663
31,2017-02-16,4.940000057220459,5.0,4.880000114440918,4.909999847412109,4.430385589599609,31892400,0.006147432693148991
32,2017-02-17,4.960000038146973,4.960000038146973,4.920000076293945,4.940000057220459,4.457454681396484,24734500,0.006109872662194427
33,2017-02-21,4.989999771118164,5.070000171661377,4.949999809265137,5.039999961853027,4.547686576843262,24486800,0.020242919310737406
34,2017-02-22,5.190000057220459,5.21999979019165,5.099999904632568,5.150000095367432,4.646943092346191,44246700,0.021825715960361425
35,2017-02-23,5.170000076293945,5.179999828338623,5.050000190734863,5.070000171661377,4.574758052825928,22439000,-0.01553387637545145
36,2017-02-24,5.079999923706055,5.130000114440918,5.050000190734863,5.119999885559082,4.619872570037842,15519900,0.009861618186353338
37,2017-02-27,5.130000114440918,5.179999828338623,5.119999885559082,5.179999828338623,4.674012184143066,24265200,0.011718854423896197
38,2017-02-28,5.190000057220459,5.190000057220459,5.079999923706055,5.090000152587891,4.592803001403809,31917100,-0.01737461939332674
39,2017-03-01,5.130000114440918,5.179999828338623,5.130000114440918,5.170000076293945,4.664988994598389,17827000,0.01571719779239733
40,2017-03-02,5.139999866485596,5.150000095367432,5.099999904632568,5.130000114440918,4.628896713256836,24661100,-0.0077368416910188476
41,2017-03-03,5.110000133514404,5.139999866485596,5.079999923706055,5.110000133514404,4.610851287841797,16003500,-0.003898429049703833
42,2017-03-06,5.090000152587891,5.099999904632568,5.059999942779541,5.090000152587891,4.592803001403809,16144700,-0.003914306775752885
43,2017-03-07,5.090000152587891,5.139999866485596,5.079999923706055,5.119999885559082,4.619872570037842,17325700,0.0058939102386406095
44,2017-03-08,5.130000114440918,5.170000076293945,5.119999885559082,5.159999847412109,4.655966281890869,18602800,0.007812707235068217
45,2017-03-09,5.159999847412109,5.179999828338623,5.099999904632568,5.150000095367432,4.646943092346191,18787000,-0.0019379842976469108
46,2017-03-10,5.139999866485596,5.190000057220459,5.130000114440918,5.190000057220459,4.683034896850586,25657700,0.007766784268100846
47,2017-03-13,5.199999809265137,5.53000020980835,5.190000057220459,5.440000057220459,4.908614158630371,64034200,0.04816945992255817
48,2017-03-14,5.400000095367432,5.440000057220459,5.320000171661377,5.389999866485596,4.863498687744141,30020500,-0.009191081113374522
49,2017-03-15,5.409999847412109,5.449999809265137,5.300000190734863,5.300000190734863,4.782291412353516,32034000,-0.016697295631078246
50,2017-03-16,5.269999980926514,5.349999904632568,5.239999771118164,5.329999923706055,4.809358596801758,19257100,0.00565987768506182
51,2017-03-17,5.380000114440918,5.389999866485596,5.269999980926514,5.360000133514404,4.83643102645874,37674700,0.005629114384397393
