Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,114.33999633789062,115.30000305175781,114.0999984741211,114.75,108.88516235351562,1433800
2017-01-04,114.70999908447266,115.62999725341797,114.30000305175781,114.9800033569336,109.10342407226562,871700
2017-01-05,114.77999877929688,115.73999786376953,114.5,115.69000244140625,109.77713012695312,1051400
2017-01-06,115.5999984741211,117.02999877929688,115.19999694824219,116.86000061035156,111.21418762207031,997200
2017-01-09,116.88999938964844,116.9800033569336,115.79000091552734,116.51000213623047,110.88109588623047,706400
2017-01-10,116.44000244140625,116.62999725341797,115.26000213623047,116.11000061035156,110.5003890991211,925500
2017-01-11,116.0999984741211,116.69000244140625,115.4800033569336,116.37999725341797,110.75733947753906,837900
2017-01-12,116.23999786376953,117.1500015258789,115.37000274658203,117.04000091552734,111.38546752929688,708000
2017-01-13,117.02999877929688,117.2699966430664,116.51000213623047,117.0999984741211,111.44257354736328,616000
2017-01-17,116.95999908447266,117.30999755859375,115.58999633789062,116.08999633789062,110.48137664794922,753700
2017-01-18,116.5999984741211,116.86000061035156,115.62999725341797,115.79000091552734,110.19586181640625,843100
2017-01-19,116.06999969482422,116.4000015258789,115.06999969482422,115.94999694824219,110.34812927246094,961800
2017-01-20,116.4800033569336,117.20999908447266,115.77999877929688,117.0999984741211,111.44257354736328,1376800
2017-01-23,117.05000305175781,117.44999694824219,116.2300033569336,117.0999984741211,111.44257354736328,1053100
2017-01-24,117.72000122070312,118.8499984741211,117.2699966430664,118.75,113.01286315917969,964400
2017-01-25,119.63999938964844,120.55000305175781,119.08000183105469,120.01000213623047,114.21199035644531,1442600
2017-01-26,120.0,120.11000061035156,118.37999725341797,118.45999908447266,112.73687744140625,1041600
2017-01-27,119.12000274658203,119.26000213623047,118.20999908447266,118.58999633789062,112.860595703125,703000
2017-01-30,118.48999786376953,118.55000305175781,117.30999755859375,118.52999877929688,112.80347442626953,807800
2017-01-31,118.41999816894531,118.58000183105469,117.62000274658203,118.58000183105469,112.85106658935547,1207200
2017-02-01,118.48999786376953,118.98999786376953,117.38999938964844,117.70999908447266,112.02313232421875,922600
2017-02-02,117.20999908447266,118.19000244140625,116.43000030517578,117.83000183105469,112.13729858398438,743800
2017-02-03,118.54000091552734,119.25,118.31999969482422,118.37000274658203,112.65119934082031,828100
